"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",10.406797110744,11.4444337600887,11.8808457532816,11.9986124415185,12.8823894640161,13.0461879227841,14.4228820623763,14.9093949290628,15.2539858837852,15.6487696597587,15.7396936745411
"2",6.11332101837822,7.60646658680945,8.48606912968172,9.57138283915853,9.70535100762366,10.0335401848241,10.4302657895914,11.4465363057826,12.0811723682967,12.0916164243155,13.0192553102538
"3",7.46654262012421,8.21553913045347,8.62719045821851,9.03376761299813,9.78498103768566,10.2947435973674,10.7592889141418,11.4015265088671,12.4951475381835,13.8414686639782,14.7341503781038
"4",8.3367384446244,9.69359653983803,10.3777907466693,10.7396353321072,11.4783855709148,12.6214992698069,13.1039986610005,13.6038245571045,13.7372042873161,14.139873685423,15.4560415504053
"5",6.53197624906225,7.59666261153371,8.54497507054862,9.20324316701257,9.49848312629055,9.92665226367232,9.99626398967613,10.067012439115,10.229647977692,10.4825580751671,10.8344693865985
"6",7.05958639097063,8.66942766685124,9.47853467773936,10.3166285348899,10.874507025248,12.1804632361472,12.5001844283008,14.1031111311111,14.3009622024986,14.3493454213154,15.1831293907974
"7",6.87005928182528,7.68992498677741,10.1373142741388,11.2942086495249,12.3502219930534,13.2847116554846,13.6363657653834,14.2193422725551,14.7023887570577,15.2759919770352,15.6310119024937
"8",9.09617929182001,10.4018764923349,11.6697921057844,12.2211303592828,13.3011960502191,13.5669915758717,14.4593750279799,15.0931173047956,15.8567140963146,16.6092672869467,17.0890893533948
"9",6.44532084440715,7.9042249217135,9.1444154052687,9.96834978123905,10.9765702104021,12.4409193863421,13.0287687283498,13.5883103963755,15.1229492679891,15.5924120155548,16.3740328073547
"10",9.38968017395552,10.7676126532731,12.3666597856751,14.5371893465185,14.7776714964423,15.158602722693,15.518047716966,16.4907986239342,17.4926146474298,18.2351873974965,18.6659905460655
"11",8.06419487811138,8.92498587858183,9.69742549937733,9.85144597610005,10.0487567505281,10.6843048860228,11.1502801782945,11.8514495765346,12.2327252474907,12.4789657233607,13.0751804723338
"12",5.69983880129588,6.58215836406473,7.64552020718538,8.859159851541,9.22003091691183,10.6147160555069,11.464715695624,12.1918069959713,12.665638646592,12.9774932471165,13.802006258782
"13",10.3588860566978,11.4216756328608,11.7487979022466,12.0072031070161,12.9400658309137,13.6048138639752,13.6151260972142,14.0414441438863,14.2841089441913,14.5470834004493,15.1977634920524
"14",7.49412870245095,7.90075923653137,8.94678645997213,9.80363649871702,10.6049446563466,11.6363470074613,12.1733582581453,12.3317050831262,12.8086843332865,12.9826119194405,13.5066147519871
"15",8.85506988789881,9.24833490425124,10.0956270614764,10.2159457444643,10.6910198951793,11.294426057711,12.132660665227,13.4749948074401,14.3635159711122,14.5757981893831,15.0853983421426
"16",7.75711159058136,8.99390507542154,9.63897667842123,10.0388993694696,10.576768562973,11.6926341385899,11.9172016627985,12.4578075985754,12.7227882305606,13.084149197224,13.6875353447386
"17",8.17233071816291,9.31974547308664,10.0290268206523,10.8112810353576,12.4482426336841,12.767868664579,13.9096270823963,13.917624365155,14.1516097130663,14.7404580819679,14.8731276413049
"18",6.76740843392776,8.11300055415083,8.21170372855477,8.59078481297388,9.35376545427039,10.9583628616064,12.8390475937383,14.1788904009258,14.94368589019,15.8165015993924,16.9197872114159
"19",7.99814214608603,9.5029066567865,10.5356036175031,12.1399464803762,12.4971741324508,14.1797504876978,14.6097445145834,15.0279064153999,15.4784370198652,15.5448950666954,15.706635633109
"20",7.05240937178642,7.84822173125885,8.0637772456234,8.94856879466122,10.0988065182617,10.3863418380607,11.0224108473602,11.7134643265196,12.3638581408678,13.5441069958653,13.7884543837228
"21",7.76611299128894,8.26171871211942,9.50692528287111,12.3443717183457,14.5270272180099,15.9189172437087,16.7034431420039,16.8178756227726,17.5549319079438,17.6762866396744,18.2580990047015
"22",7.85822051340458,9.28731283092382,10.4637032668479,11.3578192412839,12.2115575848486,14.0418287116578,14.4991977439921,15.8259054167553,16.5937625100633,17.2022947973399,17.4850218169126
"23",7.42254391744367,9.80502928110354,10.8374490566453,11.7313224530855,12.0207872166405,13.2779662957844,14.1930622968611,14.4939386691685,14.6371843919251,15.4568744879848,16.4963767953463
"24",7.92170788191555,9.27537324044572,9.63576012620928,9.79803747522356,11.2775754479969,12.1361647957633,13.0327650665198,13.8242432707237,14.7579257385685,14.9201660022745,15.7560603267712
"25",7.69105115019932,8.71740443167063,9.89968073645027,11.0020239576443,12.4321554155313,14.1313443103629,15.3511246843207,15.7791080872572,16.1868570771661,16.7935845247771,17.6827262061905
"26",8.65827065947794,10.2809413383791,10.961743698221,11.3299709070527,12.2508922157941,12.460008074408,13.3488985494243,13.9985559007457,14.3741055774745,15.0210939484231,15.1789499975681
"27",5.84048476009344,5.92672273263055,6.61474426598075,8.26240991890548,10.4389535736683,11.045507285348,11.1668039158801,12.306703282416,12.5097096679877,13.4336425498894,13.5509050152095
"28",6.17125346801966,6.65195526643476,7.49674584656744,8.16103316218806,8.79150214201881,9.46598030175674,10.0268074027553,10.6421262953467,11.1529268224978,11.4462384607854,12.0998727096847
"29",8.07907908651886,10.552756834432,11.4850704615849,12.8369801456841,13.3767906477666,14.6529904970392,15.0687347750862,15.5457057503306,16.3721836367853,17.3818910763932,18.2345057630445
"30",6.64112998314007,7.99413620505352,9.95844940383613,11.3719613707452,12.4154465625601,13.0568005020345,13.4055449822816,14.797862381078,15.4278922905393,15.8998242537348,16.1671091804588
